epsilon,status,is_optimal,has_solution,runtime_sec,node_count,mip_gap,objective_return,realised_cvar,selected_count,selected_assets,M,T_days,n_assets_used_in_model
0.021052631578947364,OPTIMAL,True,True,0.2969999313354492,1.0,0.0,0.21302718481433175,0.020837444207691805,11.0,"NVDA,AVGO,SMCI,ABBV,GE,MO,KR,SHY,GLD,BNB-USD,SOL-USD",100,1865,100
0.02289473684210526,OPTIMAL,True,True,0.3259999752044678,1.0,0.0,0.22796510995131913,0.0228283751349256,11.0,"NVDA,AVGO,SMCI,ABBV,GE,MO,KR,SHY,GLD,BNB-USD,SOL-USD",100,1865,100
0.024736842105263154,OPTIMAL,True,True,0.4760000705718994,1.0,0.0,0.24209495163611117,0.02448184368971452,12.0,"NVDA,AVGO,SMCI,ABBV,GE,MO,KR,XOM,SHY,GLD,BNB-USD,SOL-USD",100,1865,100
0.02657894736842105,OPTIMAL,True,True,0.4680001735687256,1.0,3.871638327715013e-05,0.255856241669737,0.02650217475614901,11.0,"NVDA,AVGO,SMCI,ABBV,GE,MO,KR,XOM,SHY,BNB-USD,SOL-USD",100,1865,100
0.028421052631578944,OPTIMAL,True,True,0.3020000457763672,1.0,9.232460411304146e-05,0.2692386716829992,0.028339089646297895,10.0,"NVDA,AVGO,SMCI,ABBV,GE,MO,KR,SHY,BNB-USD,SOL-USD",100,1865,100
0.03026315789473684,OPTIMAL,True,True,0.25999999046325684,1.0,0.0,0.2822084643293542,0.030065676261225045,10.0,"NVDA,AVGO,SMCI,ABBV,GE,MO,KR,SHY,BNB-USD,SOL-USD",100,1865,100
0.032105263157894734,OPTIMAL,True,True,0.3080000877380371,1.0,7.333170475146412e-05,0.29502929525906735,0.03189575700900629,8.0,"NVDA,SMCI,ABBV,GE,KR,SHY,BNB-USD,SOL-USD",100,1865,100
0.03394736842105263,OPTIMAL,True,True,0.3020000457763672,1.0,4.206311950276403e-06,0.3075495314738449,0.033855067959814425,8.0,"NVDA,SMCI,ABBV,GE,KR,SHY,BNB-USD,SOL-USD",100,1865,100
0.035789473684210524,OPTIMAL,True,True,0.2569999694824219,1.0,0.0,0.3195661867509828,0.03569289103025637,8.0,"NVDA,SMCI,ABBV,GE,KR,SHY,BNB-USD,SOL-USD",100,1865,100
0.03763157894736842,OPTIMAL,True,True,0.3080000877380371,1.0,0.0,0.330740954478984,0.03739938550395355,8.0,"NVDA,SMCI,ABBV,GE,KR,SHY,BNB-USD,SOL-USD",100,1865,100
0.039473684210526314,OPTIMAL,True,True,0.2850000858306885,1.0,0.0,0.3416567014377014,0.03922884799452199,8.0,"NVDA,AVGO,SMCI,ABBV,GE,SHY,BNB-USD,SOL-USD",100,1865,100
0.04131578947368421,OPTIMAL,True,True,0.2519998550415039,1.0,9.959087911254912e-07,0.35171704793312303,0.04105689796822658,8.0,"NVDA,AVGO,SMCI,ABBV,GE,SHY,BNB-USD,SOL-USD",100,1865,100
0.0431578947368421,OPTIMAL,True,True,0.2839999198913574,1.0,0.0,0.3609843741135017,0.0430378339059199,7.0,"NVDA,SMCI,ABBV,GE,SHY,BNB-USD,SOL-USD",100,1865,100
0.045,OPTIMAL,True,True,0.27500009536743164,1.0,0.0,0.3695473680337461,0.044880705902520204,6.0,"NVDA,SMCI,GE,SHY,BNB-USD,SOL-USD",100,1865,100
